boltzmann a,boltzmann b,boltzmann c,Optimistic boltzmann a,Optimistic boltzmann b,Optimistic boltzmann c
6.9269486646,6.5584538792,7.3491777843,10.2128555878,10.1876362633,8.4900770553
6.9341636228,6.6915697197,7.1250582395,8.8324215397,9.7662194749,8.4830884086
6.9070371463,6.5573615353,7.2223987317,10.3533184527,9.8461893092,8.5168829345
6.924846281,7.0075921914,7.2786825834,10.1784782453,9.2417293426,9.7462479117
6.8878356371,6.8513136926,7.1229917718,9.9516155008,9.2724523512,10.2363295069
6.9254591372,7.2083786798,7.0280171605,9.2437387031,10.3644081397,8.6876762827
6.8916639937,6.6666785494,6.8175170388,7.755323625,9.6060868,9.7005150264
6.9292012416,6.5275055142,7.300365217,8.7994776406,9.6616972184,8.4975286025
6.8626587348,6.5845553154,7.156176222,8.9211203089,10.0161944349,9.7758828907
7.0346365935,6.8322064716,7.4934084079,8.5041330648,10.0697971839,8.8031972656
7.0239705153,6.710066877,6.9657682944,9.1480822639,10.0567513941,8.5254962354
6.9052156845,6.9754338413,7.0974331052,9.2973517475,8.8362597422,8.8408189402
7.0782724242,7.0407012409,7.3168464379,10.0651193671,10.0763304806,8.6609432231
7.0798016848,6.3457905308,7.1231048356,10.0789495892,9.6699368309,9.4033863819
6.9123744704,6.3713291259,7.3607737953,9.7574787659,9.7600275677,10.2174671913
6.9869037995,6.8877892955,6.9653222811,10.1555187638,9.7688756238,9.2257658598
7.1139262569,7.1007589359,7.2434040412,7.3381917552,9.1460313212,7.508645742
6.9874804717,6.7613410628,7.1682145659,8.9702825956,10.167415454,9.4248914494
6.9855001272,6.8612283207,7.2291262948,8.1078514098,10.5991668889,10.5088641434
6.8693941634,6.5122063445,7.361028915,10.4613989974,9.5438129901,8.7949192849
6.998646567,6.932391642,7.3846114177,9.1565961558,9.6590441441,10.3525631182
6.9623778562,6.6498712382,6.9713701606,9.5611047616,9.2620671987,9.7575204719
7.1320804267,6.9614187104,7.2716013042,9.5251769056,8.9442513348,8.876598982
6.7903714059,6.7066835084,7.1109076926,9.8043348637,9.3599794266,8.6170647476
6.989585135,6.9472805659,6.988310621,9.6799636952,10.3625527459,8.6141519911
6.91426776,7.0718431923,7.1644552087,9.662715304,10.4762216134,9.7043445088
7.0016827449,7.0699998265,7.1266605069,10.041968552,9.7615234001,10.0725547055
6.8130412301,6.6354162725,7.2305887154,8.7549095313,10.2047213747,8.5998292294
6.9799558809,6.4071854322,7.0371369146,9.1115610816,10.1841551708,7.8178658367
6.8162560032,6.7921939507,6.8263932936,9.7998224276,10.5948814644,9.0786444559
6.8466063906,6.8782233042,7.1714171752,10.1519885946,8.519340833,10.7097525919
7.002434036,6.6352777743,7.1613990266,9.2347671066,10.580596202,9.6034037807
7.0760825173,6.2475105044,7.2761221708,9.2412669108,9.7599655148,9.6660128301
6.9962483209,6.8937155599,7.3005190695,8.836332353,9.1432702235,8.5311051023
6.7855588287,6.7880841999,7.0795500735,8.5734730163,10.9953476734,8.1310810053
6.9575756837,6.8832288307,7.2895286243,8.4169758712,10.8994680668,9.5860379361
7.1779130482,6.748834338,7.2586591469,9.3624980143,8.5482505756,10.5868624087
7.0149392962,6.6033132897,7.0927506368,9.2628128562,9.749981054,9.1096622405
7.0273107805,7.2611691102,6.8038660934,8.3893144144,10.2487421427,9.0497371588
6.9107457665,7.0389322938,7.4601911876,10.0962279253,10.5979887328,10.6369846616
6.7618800864,7.0954876959,7.14159307,10.0618394309,10.0963273007,9.6932214065
7.0727188988,6.6909850492,6.7824963909,9.5480594887,10.0498910282,10.2158787646
6.6651892837,7.2382063537,7.2579991144,8.8608947043,10.1803228268,10.048699703
7.0070585523,7.4438719774,6.8975352515,8.1195430934,9.3600518815,8.6955912068
6.7132546309,6.7993859926,6.9619656063,9.6739189263,9.6786524036,9.3214415533
6.8941639465,6.9209687024,7.4964652508,10.1423538729,11.0187433572,10.2574812507
6.9750303583,6.664288509,6.7131332677,7.170819144,10.1797181478,9.8630046583
6.6418152065,7.0070912019,6.77485114,9.7737610925,9.3837459295,9.1033493542
6.9106010729,6.1995314314,7.1038790371,9.7497232185,8.6258845914,7.9899235664
6.8354102546,6.6398955074,7.1560560743,10.1697990179,9.3627268688,8.4088384135
7.0575557964,6.8597568601,7.144949935,9.8000043651,9.7649560678,8.7329624081
7.0281941902,6.2672053155,7.0649443982,10.4810507942,9.9552801052,9.504996872
7.028443942,6.8428661337,6.5180571306,9.7627399427,10.5767078098,9.476514144
7.0289176093,6.9418803819,7.1543964192,10.8962907209,8.9513801222,10.5899366115
7.0052410719,6.867362049,6.8734826921,9.2401912959,10.1894819903,9.6658522703
7.0473730282,6.95517748,6.909285723,10.1475307854,10.1813576639,8.0306103673
6.9707687953,7.1659412915,7.2652746372,10.479262429,10.6017782136,9.425906724
7.0182240838,6.6011756966,7.1379267428,10.0482634052,10.1988265576,10.8016578251
7.0993493155,5.9463894316,6.8580314357,9.9792098663,8.426219808,9.1910748598
7.0811858328,7.0668974804,7.0437025312,8.8723269144,8.8509213887,10.1210935056
6.9483441933,7.0042967469,7.3582188807,10.5747082905,9.3440024711,8.3571583304
6.9718075096,6.8239987084,7.2197372785,9.7835813205,10.0666828189,9.6169285858
6.9410627469,6.6347627365,7.0921397312,7.2919880828,8.8337565121,9.2612123882
6.9084946269,6.6324477421,7.1517440277,9.1715434128,10.8951299713,9.2957092113
6.8245486619,6.9682199148,7.3917499338,9.3569616759,9.6729949624,9.8459699942
6.986879735,6.9657679839,7.1605484663,10.2766402252,9.5560628241,8.7471078011
6.9675660694,7.4108799753,7.0427475341,8.5466147991,10.1810272103,8.4406960148
6.9420285229,6.3916200146,7.2962603323,9.6807315473,10.5428842302,9.3052595696
7.1437793003,6.6103034414,7.100128585,10.2595524977,10.8184853764,8.2570805889
7.0631908902,6.97405653,6.9772359054,8.9124874414,10.5833607957,10.118912119
6.9601606085,6.7128968538,7.1268052333,8.7156612086,9.7687802926,9.6861432239
6.9584150269,6.8562497215,6.8953421323,9.1316146882,9.0342965688,9.337792808
7.0183602274,6.7057851662,7.2134016087,9.9503346277,9.6501479768,9.5364474613
6.8653987451,6.8791775611,7.283091648,8.8438495336,8.4268941788,10.1698598906
6.9972561992,6.6120292644,6.9774802875,9.6528138173,10.1598793491,8.5370468482
6.9373137012,6.8134006042,7.0750788679,10.161583906,9.6656502141,9.695746297
6.9984324522,6.8110740851,7.4066684295,7.631360314,9.3560992179,11.5754987842
6.8143962457,7.2075674084,7.2595592567,10.0818678467,9.9616955912,8.1748214439
6.7815303236,6.3956710168,7.2831410909,9.784079292,10.1900605077,9.8608166193
6.8834956348,6.6193141929,7.2941853958,10.0872405371,8.4213211913,10.3233009369
6.9465448728,6.8840254832,7.1091501152,9.7133838196,9.5516215055,9.8270359574
6.8799133938,7.1469064693,7.2649886267,8.4309509999,9.3802459309,7.6978587285
7.0907931048,6.5074161987,7.1996419708,8.8313943264,9.9636726334,8.8221707978
6.8984839153,6.9109057181,7.3780032337,10.1900505492,10.0706181734,9.8467914299
6.9365501305,6.7858679107,7.1003698392,9.6447471291,9.2589107509,9.5164952149
7.0206015899,7.0321912634,7.2356313832,9.6684185517,9.9562552223,8.7732725823
7.0864553067,6.9445394302,7.2175542563,8.9446117167,8.9573530687,10.3608479362
6.8595728222,6.7662184529,6.9397271071,9.8636212585,10.074495896,8.0183662122
7.1279714404,7.0193932608,7.0203147775,10.1687743111,9.3564339494,10.2221235955
7.1452667212,6.8553812572,7.2766396671,7.3237158471,9.0386238443,9.0420248843
7.0649142939,6.9650575217,6.9808118793,9.366849907,10.6006885126,8.6171356263
6.9060247096,7.0020657238,6.9288460523,9.2145332274,9.2449381748,9.9098459149
7.1330989831,6.7063371706,7.187804335,10.4642738847,9.9594771783,10.4281652595
7.044995393,7.0051185365,7.4007972725,8.9334340712,10.1478099311,10.2169783208
7.109625186,6.7091372537,7.057529435,8.4531478613,10.1696699473,8.9723402038
7.1075059943,6.6731954121,7.0545773397,8.8471553488,8.9369919415,8.7425220061
6.9646340909,6.296321072,7.6663529463,9.5613135462,10.0628567932,9.5553285452
6.9208120689,6.9309369203,7.0533592261,9.2990172393,9.5603610623,8.9766058074
6.8500997232,7.0717490847,6.9464655506,9.3463468625,9.9620331194,7.4946344123
7.0126746724,6.5875844913,7.2331491983,9.429077853,9.4258794113,9.7314187866
6.9146102407,7.0979439435,7.1823015507,8.8250533103,8.8433420927,9.5296222513
6.9313087177,6.3778804214,7.4110135708,9.6698708656,9.3514291473,10.1569036488
6.8969488999,7.0703314834,7.0363543348,8.7801437928,10.0681580267,8.5729682108
7.058916228,7.4441705029,6.9732862221,9.3684058668,10.3674391188,10.5662442613
6.9166381377,6.6978725353,7.3034156939,10.501577691,8.1408780816,7.9807863836
6.938497863,6.5845453255,7.3162798076,9.6440668069,8.8509412112,7.7784516079
6.9986786332,6.8734690293,7.2066094784,10.4831868303,9.2518764271,9.390941871
6.9682272408,6.676748338,7.4481867012,10.1689440214,9.7683757521,9.7323544843
6.9877756144,6.7912824072,7.356047491,9.7291060083,10.600094956,9.6608248698
6.917464964,6.6315780187,7.2050413058,9.7511102587,9.5331151376,7.7083625095
6.9789803206,7.2291122528,6.9072869255,9.6680466846,9.2485698172,10.4452579082
7.0244029242,7.0227714946,7.2150065035,10.5287927498,9.3674255852,9.4144971451
6.9139933845,6.8018887203,6.6436318387,9.1242163606,10.0744893188,10.0964994766
6.7919666849,6.794334241,6.9057817667,10.2213959927,10.587949785,10.1164320482
7.1280380941,6.6495132645,7.0578744074,10.161840771,8.9582965304,9.6226675184
6.9392625755,6.7750476693,7.1462698278,9.6620495267,10.06171288,9.1897194577
7.0443245657,6.8691562476,7.3067519253,9.334503549,9.7639411484,10.0377012172
6.8656441381,6.7520618593,7.06791321,8.1272864515,9.1492204934,10.210052216
7.0848489607,6.9030712148,7.1672548501,10.1816424487,8.8546209567,10.3573642282
6.8738625285,6.5010560327,6.8757599244,10.473696814,10.5496953458,8.5781623425
6.8512222317,6.7324533739,6.9797774975,8.9602718153,8.5440934314,9.2756616849
7.1151770939,6.7656208617,7.3064256939,10.3837263685,8.5167323204,11.0143070082
7.0441864165,6.3001265489,7.2192922142,9.1587943137,9.627379588,9.0970888775
7.0446622408,6.7145403395,6.9218896947,9.5819283763,8.8483407096,8.8228827244
7.140914248,6.8109266203,7.3678751212,9.3956473298,10.3680228379,9.1443965691
6.9195931473,6.8666301178,7.4130955498,9.3567239365,10.4842513846,9.4374379572
7.1084226087,6.6382229641,7.3678948818,9.3916644785,9.9447927885,10.3353550815
6.9499292981,6.8180701254,7.3745893274,9.7795374232,9.246115568,9.1493867979
7.1359637629,6.6567630014,7.0897672889,8.4155133461,8.9584857574,8.857847615
6.9241318413,6.5582266956,7.476026775,9.9944179924,10.184662347,8.9013561124
6.9799270409,6.9057369503,7.2043605614,9.6456527098,9.7625785817,9.6101100964
7.007833294,6.8086253525,6.7467504914,9.2560083355,9.1337458782,8.9815117179
7.0914101482,6.8182461712,6.9096105895,9.6448406839,10.5828813689,10.0194868883
7.1247665311,7.0291592122,7.1647053106,10.488080254,9.3649881041,9.2545494189
6.8306379796,6.6270047239,6.7663697807,8.8566126546,9.3560677787,9.9323681741
6.9645817337,7.2114486884,7.5056480842,8.1600776416,9.5479894329,9.9233849715
7.0943413086,6.8557175338,6.975951485,9.3838102581,9.6556266483,8.6015213998
7.0178471907,6.9609533827,7.3106102129,8.9449072282,10.1843667728,8.6923661275
6.7465314255,6.6588701192,7.2162056508,9.7743890172,10.0637084001,11.1806789073
6.9557643931,6.7777563531,7.0668901806,10.071535047,9.7169433604,8.956531395
7.0848805795,6.8800154668,7.076831498,9.6695842642,10.468853658,10.0098468563
6.9318908656,6.7404619357,7.0838359169,10.4640642053,10.032290841,10.0049139803
6.8882386462,6.9933398857,7.5193116814,10.5899669276,9.9453187897,9.0083397592
6.9019957738,6.4183241917,7.3199644465,10.5630671159,10.171855833,10.1711045678
7.0705103404,6.6723293718,6.5289538852,9.2569430571,10.8968983889,9.3735171238
7.0472149867,6.9994996708,6.9657852347,9.5390114312,8.8452402955,10.7355650737
6.9165302884,6.9787233106,6.9395294741,10.7773185082,9.3464854387,9.1893593252
7.14455821,6.7825087052,6.9035044751,9.9519059134,10.4880126259,9.9902942109
7.1371262078,6.9586780744,7.4464100783,9.9416158047,9.7726764904,8.0322053805
7.0670482411,6.6552581119,7.264195101,9.6957325249,8.5289203179,9.5328669332
6.8839621726,7.0910756636,7.2161415481,8.4017780301,9.7805769895,7.9133140188
6.9356119066,6.9602038075,7.4123348724,10.083084772,8.9589219611,8.9641781362
6.8622678534,6.5770084183,7.1434306307,10.2107516823,9.1462632551,7.4228531866
7.0654733248,7.2553378263,6.9003614268,9.5023418007,9.6631666732,7.0740596051
6.7683035825,6.7179810438,7.022409641,8.4308142175,10.5767638781,9.5444303544
6.9868800917,6.6784651438,7.10776126,10.2000405985,8.8322611059,9.2439068222
6.9470182341,7.1187679705,6.939416046,8.4293743024,9.8559895488,10.3050655642
7.0764962329,6.7715900533,7.2293201391,8.9252468373,9.0535009667,9.4409905509
7.0684893279,6.5181139182,7.6390471586,10.6268971903,8.9595900972,9.512340471
7.0981229112,6.4845463942,7.1765341543,9.6811918477,9.9664231042,10.0497540154
6.9298541587,6.7744336778,7.5810633807,9.24997393,10.0614068271,9.351479366
7.1453433184,7.0718414747,7.226876297,8.4128095353,8.9095879852,9.4446627794
7.0193471095,6.5985919568,7.2252448377,10.6285495091,10.4800282856,8.6220961685
6.9490271377,6.7447262923,7.3848094398,10.2294783571,9.6485922643,8.4435778977
6.8936968731,6.6502425779,7.1240258581,10.0861825168,8.3239072652,8.3467552549
7.0278654818,6.9029472544,6.9901160416,10.476333343,9.5337828331,9.9093151983
6.7504693794,6.7110699977,7.0405192685,9.6195514358,8.9513934102,10.373332014
6.7366797706,6.4498584134,6.9427037199,9.3694109274,9.7739162276,9.884249243
7.0066663197,6.9620330376,7.4153423694,9.5397067355,7.5828589668,10.1272525518
7.0201074973,7.1066301708,7.2177445893,9.7756234938,9.3129893269,8.4594926413
6.8291608917,6.6819226692,7.2373309934,9.3652973524,10.4924375219,9.2114253169
7.1134642168,7.1369596363,6.878578861,9.273088288,9.260092156,10.7103063494
7.0300630312,6.6911705628,6.9467085083,9.3954581129,10.1732389743,9.7111276431
6.969188623,6.9033367977,7.0567224778,10.7707241021,8.3124716944,9.6876914628
7.0597055029,6.9741324946,7.0069849975,8.1341527739,10.772556383,8.0433194585
6.8745276477,6.6748642342,7.1216433823,9.7198884029,9.8462397514,8.8376401911
7.0673845621,6.9431396066,7.0249572901,9.6184245865,9.9530986406,10.0178235142
6.880883608,6.3709018199,7.3502950529,8.5110382851,9.5378096825,9.5471382071
7.0317579037,6.6321803304,7.3873103104,9.2468252065,10.1898195239,9.0780727193
6.9548669327,6.9413119402,6.7083163917,10.4472069869,9.6475335821,8.232672192
7.1101959264,6.7773768539,7.2441682401,8.4987032431,8.5406243214,10.1065492454
7.0112278106,7.0505568873,7.4936606004,10.4765969437,11.023066034,10.7021692471
7.0673444111,6.6035289941,6.9274038182,9.081059107,7.5285019336,9.5937518333
6.8613003055,6.9761602484,7.3115683274,10.0989186418,9.327497191,10.1774604681
7.1034646546,6.918745294,7.0803367467,9.390850156,9.270104065,8.9153603098
7.119149745,6.926630661,6.9972545566,9.5529647473,10.0474998139,10.1094497414
7.1397903483,6.7860392193,7.4019036633,9.2852821532,9.2484387485,10.1939278444
6.7585067501,6.9548867519,6.9267545614,9.7788687691,11.005603822,9.9647133098
7.0051753489,6.4817502763,6.856129404,8.5300076684,9.3569244229,8.7555014161
7.0215783043,6.7079525938,7.3184405884,10.2030121781,10.5781737819,9.4393313204
6.9953926232,6.4313173066,7.0520420505,9.3614125408,10.4780094086,9.4041231694
6.7575704257,6.6864718178,7.2660660819,9.2406749969,8.6268655122,8.6107208491
7.023864531,6.3736678041,7.1384469178,10.0816899718,9.2372644346,10.5195020332
7.0785878036,6.8765128419,6.8699734811,9.6294339822,9.3466130427,9.4191834036
7.0531551659,6.352882205,7.0943704846,9.5361374254,10.3644969209,9.7453231396
7.1148224004,6.836579759,7.1923698488,9.9756730653,9.287763296,9.7218925729
6.9021548518,6.7871309653,7.0312101381,10.054902927,10.0566406545,7.3943357593
6.9866398301,6.7001619276,6.9528996056,10.1811906265,10.0766071242,9.4407796201
6.8546928901,6.3973068636,6.9977468245,8.9623472356,10.7979629009,9.0504680611
6.9558871924,6.7546756411,7.210728212,8.3240147597,9.7308080605,8.7889055833
6.8605362684,7.0779917171,7.2661396298,9.2576191751,10.0678990281,9.9625748103
7.0134617283,7.104410451,6.9087273298,8.3945899943,9.6488833646,10.5905593027
6.884586915,7.2732670919,6.7263053637,9.643817926,9.5264833866,9.7549290413
7.1064416221,6.7448648711,7.17190622,9.7710209735,9.5827436595,9.9747621692
7.1072430105,6.9365392745,7.2973074986,7.9360341452,10.0444406515,10.2877229234
7.0088536015,6.2982427294,7.2148722492,8.8832176758,7.7200833811,9.5213776639
7.0221120193,7.0051122784,7.2467929434,9.6188269001,10.5818583252,10.2370351427
7.0327184577,7.0481302433,7.4594777261,10.9160726384,9.559059495,9.8986483931
7.1708594564,6.6637903301,7.3993741265,7.0841035526,8.4564115968,10.4773479332
6.9991938456,6.8140430568,7.3447927766,10.3948440017,10.1824667536,10.0988740393
6.8601747525,7.3737748202,7.0640647091,8.829469307,9.7865227418,10.4096827472
7.1273733916,6.9978894012,6.4114805655,10.9895742265,10.5476311658,9.2415951813
6.9687241328,6.631599106,7.2628100046,8.5678938414,10.3641477871,8.0360662709
6.9373268357,6.7390386301,7.0129474818,10.1693256646,9.6492575133,9.3663225189
6.8503218204,6.8641245755,7.2490229621,7.7584863274,10.3732320589,8.973395339
7.0633359134,6.7022589366,7.5726603176,8.7400855817,9.1461100015,9.8540889785
7.1013725267,6.9203240286,7.034675299,10.1859645795,10.5325957789,8.8668042804
6.8881261413,7.0585415217,7.7107075018,10.4029951521,9.5364211407,9.8370326194
6.8935472417,6.9312418659,7.2342657305,9.1729256802,9.3706549207,10.6491480513
7.1348700707,6.8260783939,7.3491978962,9.6382898189,10.0860639968,9.1436763312
6.9402679747,6.7726236669,6.9407180012,10.0619215983,9.4397207774,9.6477911064
6.9421935095,6.7905889669,7.1920307756,9.6640774504,8.5144386057,10.0477091305
7.0741954177,6.6553316445,7.1027830478,8.5408736766,9.2467865862,8.9582759501
6.9838604745,6.8993890454,6.767097686,7.0769478961,10.0686707562,9.172676195
7.1534141904,6.4242840993,7.3295501562,8.8624109489,10.1895708046,8.4559497022
6.9549399025,7.0757422052,7.3828861403,10.0968024484,10.4899556693,9.9276948178
7.0008793596,6.7357257004,7.1244062627,9.6888207664,9.7589954217,10.4214553273
6.8018929069,6.787713633,7.2798195101,10.0941955123,8.9531076859,10.8392293331
6.996836298,6.6522490945,7.2707180414,7.7284692577,9.9617218832,10.5775362243
7.0911995266,6.8576129421,7.2565167429,9.8123963852,9.1262710977,8.7459344433
6.8583051205,6.6156984799,6.836854607,8.7319352069,10.2517062111,9.281340514
6.8275597204,6.7514838206,6.9691867199,9.144108278,8.555931777,9.3674338309
7.0643942392,6.8693626542,6.7765808571,6.7947014886,9.6502719202,10.4205737723
6.6471214592,6.9783009703,7.4607495643,9.2273959991,10.1712820303,9.7713268447
6.9712629216,6.749700533,7.0439968608,8.8571198027,8.9543648686,8.9763568666
7.0214026567,6.891374199,6.6701322802,10.0563849142,9.7577671935,9.4771176777
7.1230091407,6.3687931247,7.4951440892,10.085130359,10.3668276317,9.8424219166
6.9908230264,6.6258324012,7.0189190083,7.7273390404,10.194913946,8.7148817706
6.883318845,6.7957704127,7.0671903103,9.2193810191,10.5797743442,8.4647540207
6.9734716357,6.4455113028,7.3076274808,9.9956030786,9.5555748067,8.2365078322
7.1575693213,6.8611446611,7.0785888739,10.2024421782,10.1788249243,9.8284045843
6.8091501882,6.8700672768,7.1271235826,10.0970024926,8.9441573725,8.8100347947
7.003116535,6.7823828723,7.2242544708,9.5493171109,10.0904221273,8.1962698018
7.0189161576,6.9501169428,7.1654351849,8.428186641,9.3422485808,10.6135180857
7.0836790916,6.7305356917,7.3676522875,9.3579459854,10.1734918862,10.1254832753
7.1103221492,6.892855606,7.263813516,8.8321827871,9.778269532,7.9246151959
6.7907842831,6.9478326605,7.0004017209,10.902051538,10.471756493,8.0347650811
6.8114516417,6.8136115525,6.1894100575,10.595009534,10.2703364335,8.3821252956
6.9046938263,7.0809902904,7.2151786617,9.6737069928,9.2571621593,9.7592999166
6.9748532902,6.9115873968,7.6274037778,8.4463698,8.9498998308,8.3278607241
6.9809643287,7.0614849405,7.1072703771,8.8155231477,9.443109349,7.6234284406
6.7515424865,6.5553385315,7.337741717,9.5587286386,10.5883978045,9.7310211839
6.9164550261,6.8056742356,7.5868104168,9.5545072543,8.3136043859,9.0460487984
6.936334819,7.3736466925,7.3685081168,8.6200218446,10.0606539857,8.9110380806
6.9193686512,6.8679168403,7.2864400206,10.588778376,10.0621417046,9.419635004
7.0002448389,6.9430089496,7.327203284,10.0973339729,9.9658315157,9.0336264952
7.0518583409,6.8864923418,7.3824599118,9.2610326401,9.7751381239,9.6557619721
6.8784577659,5.9422081269,6.9816811474,9.1672333757,8.8429909558,8.5658267373
6.9209411286,6.1774743983,7.2455246039,10.0704344542,10.6738363536,9.9713903118
6.8943315844,6.629293927,7.2327157607,9.7520940621,9.6673170283,8.9872231313
7.0965219451,6.8461461126,7.1992063702,10.0370530402,10.8859702341,8.3333969204
6.8792493694,6.9307873427,7.2425297258,10.0761965319,9.2569710091,10.3039527921
7.0683917968,6.8667093425,7.067828131,9.8086093682,9.3434835105,8.9989106724
7.0806033473,6.984693897,7.0536432048,9.3790138217,9.5551631001,9.4089291009
7.0428569587,6.6529890462,7.159876839,8.7310085903,10.1928169258,8.6396701508
7.1023497709,6.5595326314,6.8994763864,9.4022049535,10.0597696446,9.4655081907
6.8400744462,6.6623166202,7.2316501968,10.4600526813,10.9937442768,8.3067176003
7.0482768344,6.7097166783,6.7192731826,7.7435746059,9.7800115726,8.6739164901
7.0443873253,7.0185884641,7.2418828428,10.3389114466,9.766630764,8.8429260416
6.9474890083,6.8056068874,7.2122609114,9.7672197345,9.7322453488,9.2143510274
7.029638641,6.7935369077,7.3000165805,10.6076037116,9.7675124634,7.9914825932
7.061352357,7.0012169123,7.3788010766,9.013978342,9.7736516982,10.8246546111
7.120275987,7.2282267398,7.1319774164,9.7467714392,9.2431726627,9.319189151
7.0026911033,6.808843289,7.4618178724,9.2546999945,9.7723996618,9.8428592755
7.0047079614,6.803827385,7.0670260993,9.330267798,10.4719179275,9.39300978
6.6708476353,6.7406226535,7.3611095812,9.9143905412,10.0622499345,9.6004319073
6.9445908948,6.5728740175,7.2145890375,10.211155313,10.5729518308,9.7708664091
6.8501396625,7.6571685564,6.9698520345,8.9776226315,9.5482816659,7.6788206184
7.0235374876,6.9726598741,7.1920930091,10.270335808,10.1800593557,10.1936423198
7.057663078,6.5410379368,7.081649379,9.6602660591,10.1967870489,9.3309562258
6.5951823817,6.7458383888,6.9495273742,8.5060057525,10.5945510036,9.5005072861
7.1084587738,6.8746154692,6.9929255828,10.5603544769,10.0672672421,9.6544049629
7.0935915697,6.5150655164,7.0594633018,9.2192381371,10.5946262072,9.8190140193
6.9404630931,6.9571636211,7.3369763605,9.5723193251,10.8676976765,7.7366983162
6.9759110448,6.7593873083,7.0999652335,9.6628974677,9.7589122062,10.4996953656
7.0207465666,6.6310040429,7.1005966026,9.157410886,9.8487911607,9.1808521002
7.0546099813,7.05082546,7.0972280925,8.8244072352,10.3663445901,9.1703291573
6.9567177878,6.2751553228,7.0459711198,9.7338281623,10.1629977283,7.0583144286
6.9265753828,6.8804952068,7.2420731178,9.1434633846,9.7564852888,9.0531727809
7.106696701,6.9823475523,7.2156338502,10.9342563419,9.7708005139,10.0622541955
6.977380349,6.6966203833,7.7717579609,10.4782905052,9.2422653106,9.2433615956
7.1282388328,6.8954550004,7.1422992119,10.4342285975,9.518203623,10.2768855545
7.0028518935,7.2779571044,7.2641524814,10.1641078634,10.075654017,10.0015124835
6.9649751577,7.0623946959,7.2536315873,10.89204023,10.6016887873,8.8404296505
7.0850209546,6.8798608597,7.1135021533,10.1780870118,9.2636458886,7.5971118264
6.8349515491,6.8829459752,7.2140646974,10.8915952379,10.3848227424,10.2908571728
6.9850821637,6.7260899703,6.5253059471,8.5410041776,9.1452121448,7.9741847373
7.0658951058,7.3090618812,6.7713805685,9.9750351005,8.5414790244,9.7491896549
7.0075761896,6.7282414114,7.4075947163,10.501820906,10.0675397861,9.902678011
7.0610194579,6.7629649828,6.9971965244,8.9629520793,10.4732168459,9.1421091014
6.6653579816,6.6216510548,6.7919483941,10.2423321736,10.893331109,8.4568012975
6.9996992815,6.6309296874,7.090985199,10.0606084785,10.1776629086,10.2144549949
6.9498590391,6.9100184242,7.1631547739,9.2353589629,9.3418186776,7.3161445809
7.1573064997,6.2932832187,7.2660158248,8.9451381988,8.9386901154,9.2473730729
7.0277779136,6.785568452,7.0810543987,9.3745847767,10.0779072901,8.165799244
7.1256319506,7.0167173238,7.0920095318,8.5394189054,9.223398683,10.1844531087
7.0914710506,6.8652040922,7.1728537218,10.0449499485,10.5934906161,9.6921252122
6.9820029158,6.7438593727,7.0812451167,9.1444427735,9.1324438964,9.6989345496
6.9668823605,6.7154603634,7.4450597376,10.5905470952,8.3184114287,8.8479577473
7.1322194247,6.7576483156,7.1294285655,8.5314734495,8.0187901671,8.8149096535
6.7627142528,6.7934123942,7.0882591519,9.2529480053,10.1679428184,8.5514495395
6.9733953726,7.1615069812,6.7561133553,9.2702275716,10.154633601,8.9780131003
7.069801463,6.8352246379,7.0113022667,8.5212783345,8.0262660088,10.3872019514
6.9641846671,6.6865003028,7.3309401851,8.9473588226,10.4829056426,8.7685297855
6.9381639548,6.7650585107,7.2361223354,10.0720650057,9.951495472,8.1782069152
7.2454587225,6.262999119,7.0772843076,8.9602288972,10.0581147507,8.8955858261
7.0194123155,7.0428013748,7.0743124421,10.0626132326,10.5224425726,8.9833109434
6.9882898627,6.4660290864,7.2686928093,9.5475152553,10.1746854837,8.58414385
6.8633818488,6.769048339,6.767257886,9.7781566582,9.6417834063,9.3784512506
7.1362644981,7.1173063835,6.8788738639,8.9715581687,8.9494734312,9.8571373796
6.8626420746,6.9187610192,6.3309015973,7.7212582611,10.1754941509,8.6412642043
7.0427378845,6.7048370017,6.8661316401,8.8387311759,9.6530414453,10.3820840383
6.9274885016,6.8899904028,7.102416111,9.324196734,10.0730582552,8.2959592033
6.8497631172,6.6282708172,7.2746149928,9.4362753219,9.6557474389,9.351342743
7.1174898411,6.6098123407,7.1385799673,10.351848114,10.2557583868,9.0224164136
6.9545960431,6.7422874116,7.2678879153,10.0689954035,10.0846148223,8.5776648065
6.9539287706,7.1472043921,7.0220070335,9.7362286893,9.7207550918,8.5715626329
7.0578603809,6.8454624927,7.1555770692,8.5333868433,8.8289323512,8.9135929769
6.9091258951,6.2674628968,6.9953692113,9.9747522861,9.8315604796,8.9330359213
7.0303749147,6.5266426738,6.9861658186,9.0462727502,9.9688027037,8.6815605153
6.9664281461,6.9962378808,7.2631890736,8.1549286634,9.6616865162,8.893453607
7.0904220927,7.0065528825,7.3855645229,8.5385342382,9.368529757,10.0982803807
6.7344819516,6.6030850662,7.1570047593,9.9607729395,9.7622480282,8.3963489111
7.0216812722,6.4586154395,6.9240800655,8.0283271701,9.2460590344,9.141333536
6.9929951044,6.7257391948,7.1625472757,9.2597020287,8.4324624046,8.8427789505
7.0646224585,6.7735578721,7.0269490301,8.3191893993,10.9955701359,9.7520531164
