boltzmann a,boltzmann b,boltzmann c,Optimistic boltzmann a,Optimistic boltzmann b,Optimistic boltzmann c
7.2343471051,6.8552103078,7.2751820806,9.2560401133,7.3969634682,7.7750380444
6.983233395,7.2442366506,7.2781802024,9.3648614243,8.5434326661,10.7899859827
6.9022999003,6.9924432871,7.7411915332,9.6847413356,10.0726566441,8.6399266978
7.1068882275,7.3514358081,7.5047848503,9.1366521352,9.3561227636,9.0320744242
7.0210370517,6.782146723,7.0543484307,10.5117451611,8.9663551073,10.4725700419
7.2709018328,6.7235824066,7.3578661739,8.9488014277,9.3506790983,10.3647462257
7.237924082,6.9007463512,7.6675030801,9.5224353543,10.4944021535,7.1350108344
7.2876238959,7.3834271855,7.3818088904,9.2513716422,10.8884656027,8.823444163
7.2493336471,6.9177146083,7.2927929684,9.7906632755,10.1680024075,10.1165992826
7.1821127056,7.6691889158,7.0965228277,9.3500201634,8.9775887687,8.4758601025
7.0799937202,6.867875372,7.3613365244,9.2572035112,10.5607181975,9.9670619727
7.2929175198,6.8657784713,7.4638520243,10.0662033452,9.3534606356,9.4051850388
7.2602479889,7.024840537,7.4336181242,10.2024465288,10.1897051231,9.5083279824
7.2825633047,6.9432391918,7.1324238189,9.5559605386,10.3612724275,10.7602305538
7.0702513456,6.8976391887,7.4036544517,9.66941007,10.5752357435,9.8649934631
7.0887345406,7.1050874951,7.3122826569,9.1199431771,10.1880249433,8.8612454511
7.0631770185,7.1350572996,6.7627464462,8.7379950134,10.4902093813,10.9136116922
7.2040628313,7.0088335155,6.9712091161,9.3480803597,10.0776497686,9.8976452516
7.0169525311,7.1571529637,7.3189795749,9.2358656609,9.7548714683,9.231193463
7.1894655448,7.2095518148,7.6037381271,9.668296519,9.3435323002,8.6107334767
7.2486692735,6.5509871338,7.19383305,8.5488355617,10.1903368013,8.6805858939
7.1571968287,6.5527044831,7.2833580232,9.5231497919,8.9334866268,10.1662560591
7.2530241597,6.6380399796,7.9632325779,10.5982247725,10.0688021573,9.9190853718
7.1206977326,7.1824554622,7.1981265389,9.5384554495,9.8529648662,9.1791653639
7.1261297906,7.6106907284,7.2421694237,8.8299841988,10.5702269808,10.2487432398
7.2392288017,7.0897321374,7.436102538,8.7680717586,10.0799151162,8.6502079636
7.1415949783,6.8714625042,7.289823067,8.4400367076,10.0792312344,8.1312123835
7.0449504252,6.8154235983,7.4411953168,9.9545793035,10.4781583298,10.2167621505
7.0992098576,6.8252344881,7.3638426987,9.3407366046,9.7850879253,8.4186787959
7.2388937705,6.6561640069,7.3421105106,9.7311745575,9.2554353052,8.5407025129
7.3381989266,7.0484594489,7.1163802232,8.7295947428,10.1708985185,10.441865156
7.2111325759,6.8414631877,7.5387041379,8.4504269508,10.1803154891,9.7132035053
7.1747454562,6.7783190485,6.9793664911,9.7507652583,8.8432335873,7.5875121719
7.1324006938,7.4603829947,7.3273540769,9.2449315661,9.3548776486,9.320875043
7.296531821,7.129878368,7.0701384268,9.2506776356,10.0785643051,10.8721416482
7.2988561973,7.1019149663,6.9529774186,9.9625731996,8.9628230513,7.5194044238
7.1768011844,7.0837875899,7.6657021973,7.5618900354,9.2461478404,9.2734908612
7.2503348271,6.9230359438,7.4071652689,10.596396975,10.1888889551,9.2681204724
7.2415288312,6.7411625763,7.1478363077,8.3413596289,9.8573176917,10.6321789559
7.0539459152,6.8722814339,7.1170554688,9.6566961139,10.1856153766,8.3992929059
7.1116725203,7.0733693979,7.4229146192,9.8077841927,10.4774060839,9.7038344924
7.1266269697,6.9386224337,7.158548097,10.1767853504,10.5905708286,10.650684397
7.2121124975,7.5837365711,7.2690706782,10.0419981417,10.7276978791,8.8454196488
7.2137587095,6.6204844007,6.952588871,9.341878356,10.0577118692,10.4935426673
6.94921214,6.4887498312,7.8381033408,9.2734604536,11.0018426736,9.1574171753
7.2976282402,7.4373217139,7.0884877877,9.7426998796,10.495974517,8.93932785
7.1843039214,6.5115391349,7.3572058991,9.3652043397,10.4905666975,8.6878950349
7.3162730535,6.770687206,7.3100142764,9.7829322563,10.1717184791,10.2495695684
7.1306707249,6.6833030584,7.3566906552,8.82634709,9.4465518265,8.4789261994
7.2961436287,7.0304371309,7.4287217211,9.3484041536,10.0577739189,7.1139943816
7.1985225369,7.2419783225,7.6014309732,9.7681014062,9.6712099185,8.9513698072
7.1119848325,7.1828547158,7.2393474457,9.336067494,10.4740052885,7.3539535824
7.1567319208,7.0658121167,7.5326719246,7.7129752581,9.3611914321,10.0909415063
7.0842160744,7.2277645965,6.8785545845,8.9436261496,9.7542488332,8.4059138362
7.2321621845,6.6484735574,7.3570640323,8.9358210357,10.173980362,8.9167878542
7.1782041329,7.2700145275,7.4022114628,8.7165756756,10.7783732268,10.9313135281
7.1559887123,6.80715612,7.1878104725,9.9677376112,10.4625724943,9.7127058594
7.0706668328,6.7660751168,7.2738409681,9.8078583737,10.4798741211,9.1846504982
6.9837835134,6.8966123629,7.2502948518,9.7039699538,8.6249639567,7.4285632308
7.3081059168,7.421088101,7.7618820599,8.6576328752,9.5449299445,8.4370900764
7.1920497787,6.6555577523,7.4584142002,10.0337154104,8.9400863602,9.2328022859
7.1290596787,7.2207943933,7.3053866222,10.5405827995,9.6578438481,10.1870091463
7.1823068275,7.1571943115,7.5190969726,9.5246658164,10.2734949357,9.6091521107
7.105119038,7.3219629524,7.1878471518,10.1521060269,10.0553414851,9.2589274871
7.1924677355,6.4798814955,7.3718659171,9.4065537903,9.553378305,9.7123712486
7.1064426597,6.8406338078,7.4131681982,9.127289812,9.9677412962,8.9757933773
7.1701451531,6.8269802868,7.2558210332,10.1937904966,9.7552170547,8.6583972191
7.1146754111,7.3255958132,7.4982149184,9.6412708314,9.3663349323,9.4490073915
7.205427626,6.4809685045,7.1696203266,8.9643504407,10.1722387928,8.9304549152
7.1895671498,7.2698975542,7.4865022583,8.1315002808,10.5965537036,9.6516224177
7.1121674589,6.8389071276,7.7404132495,8.5598478253,10.1835160075,9.046590195
7.0897306691,6.7048466811,7.5000311317,10.1246100098,10.1967421739,10.2009201472
7.226387239,7.2249405078,7.0552436012,10.1607909353,10.086790545,8.9288161271
7.0381407484,7.2642609616,7.288725551,9.7670980633,10.5891674709,9.5597875498
7.1257237259,6.6247438825,7.7228798934,8.5327633776,10.084890852,10.4258830635
7.1370455498,6.9513839875,7.1923099705,8.8288964939,10.1799758649,8.764164289
7.0709401266,7.1679080177,7.0265400964,9.7680693349,8.4312953661,10.008006656
7.134584969,6.6554838842,7.0173298602,8.837274651,9.6587368881,10.3565450252
7.0948204122,7.224886114,7.2554306802,10.4942527297,9.6570526625,9.020498007
7.0175301924,7.1867562631,7.4734832431,8.9289085507,10.6022623608,9.2361252908
7.1920309876,7.2238701966,7.2107835025,9.9654497291,9.2576763061,10.0533298339
7.2781343588,7.3986532091,7.2010900673,9.4909977198,10.1838193979,10.3409043913
7.216769029,7.1860686705,7.4642792993,8.8222503651,8.8366772069,8.7181586794
7.2534688642,6.4244526951,7.3640696413,8.4367979878,10.0801381472,9.5819088235
6.9349451716,6.9520524393,7.1730702362,8.0505893686,10.8918002613,10.688021836
7.2726497234,7.5131293072,6.9998684017,10.5987834439,9.7750561129,8.1208531294
7.138453063,6.8077159848,7.2687929936,9.7569295819,10.3609529052,9.3566857981
7.2307781054,6.3517163518,7.1720210553,9.4643343867,10.1806869473,8.483797407
7.1683719983,7.1136309338,7.1276361906,8.8266664533,10.1658154401,9.7274526056
7.1729577307,7.3744120651,7.1056954541,8.1511856113,10.7738791043,10.1995991463
7.3068155714,6.7917621517,7.2567702974,9.2453719977,9.9535517236,9.6291268547
7.1532780635,6.8266993585,7.7236303109,10.0414756683,9.7726065344,6.567098268
7.0859478418,6.8646846844,7.5451270966,8.4174193961,10.5952049182,9.7597330451
7.2156410098,6.9058900109,7.7741500993,9.2541833783,8.2749914181,9.9599677069
7.2316809191,6.6649594045,7.4419081848,9.3758513675,8.8395511935,8.8221874676
7.1543363985,7.0519896401,7.4892846717,7.8734948538,10.085169454,10.2181885323
7.2590553401,7.1062680571,7.4586979944,8.4536676386,9.9523860638,10.1689387308
7.2922402154,6.7654967726,7.8003156028,9.749055269,9.7612020696,10.0508372551
7.1709103473,7.0543870228,7.4048581403,10.4715126148,9.7772480535,10.0207284346
7.2321746738,7.1384599825,6.9492683564,8.8516720013,10.6712210999,9.0692831682
7.1607054571,7.0501101558,7.5467608447,8.9161098488,10.1715497522,8.4225764525
7.113063896,6.9801096111,7.2013400403,9.7787281615,10.18801594,9.1528133079
7.1909555003,6.7959851324,7.5702178609,10.1945443572,8.9409140038,8.7947278176
7.0810048866,6.8864320435,7.2489667135,8.7169366994,9.7771101535,9.8387474283
7.2406870932,7.1801322746,7.0922424205,10.1865829013,10.4611653653,9.3005665521
7.0351410042,7.4674222152,7.278355819,10.0790697441,10.5908685462,9.8863931218
7.2206417517,7.122271491,7.3564390731,9.7895592048,10.0596883211,6.9562842824
7.0184166843,6.9124369362,7.4317339401,10.4633734892,9.9528457805,11.1439186123
7.0357240691,7.363408681,7.5617438045,9.8274799693,10.8900905986,10.2766900816
7.2004064183,7.3594149201,7.0539199135,8.5603230713,10.9120581543,9.9277368899
7.0615464155,6.9449836281,7.3498081113,10.0735709002,10.0828994696,8.8338651997
7.1863887079,6.6808747404,7.4332083127,9.6515123753,9.3600956827,10.1268396229
7.2157466742,6.0364949017,7.5200292991,9.2713689379,9.6672223085,10.7245434636
7.1613075598,7.3162415487,7.2019804288,9.9646672809,9.2540978172,10.8307892256
6.9526248255,7.2855068199,7.5525570253,9.2548586089,10.1567846024,10.3882835417
7.039395729,7.062144741,7.4084854405,9.3475123331,9.1240311582,10.224705796
7.1966353667,6.7006601076,7.1060386048,9.7777753374,10.4601096412,8.3441749457
7.2827540589,7.4069345506,7.4095076665,10.3719401898,9.7669372521,8.307173381
7.0637884806,6.7834871328,7.1805905925,9.2960968997,9.6601447238,9.2764131884
7.1642067116,7.283757327,7.0654225034,10.0531755656,10.067055459,8.0325374085
7.1026313456,6.7022092183,7.5545597147,9.654671563,9.1633339377,8.6663167142
7.043990596,6.870389183,7.2410547065,8.8706445742,9.6657271969,10.3356554457
7.306017583,7.0683333439,7.6033342153,8.6494051054,10.8877954816,9.7801242177
7.2907954038,6.9676412637,7.1517186733,9.9640422509,9.7589774468,9.9756623967
7.2652626877,7.417985002,7.554536483,9.3623388862,10.4932338662,9.5932034053
7.1935284037,6.6685511898,7.4460600728,8.9283133062,10.6695767818,8.4747340991
7.1169112166,7.1434644801,7.7828156965,9.3720772192,10.6006292814,8.23899786
7.1778053128,7.351679372,6.7835877288,10.5737209193,10.0737078947,10.1254404488
7.0273601365,7.2441159034,7.0420904145,9.7505432473,10.190726198,9.5732300731
7.2011541891,6.921136931,7.4190177894,10.1826193976,9.9422371305,9.8345587795
7.1922828514,7.1698182497,7.7628815256,9.3773472378,10.0843059429,9.4953090231
7.1758267644,7.1230358034,7.2620388045,10.9918178937,10.1911120587,8.9783237858
7.1242730264,6.7268387913,7.3895431611,9.9785246571,9.9651002798,9.9119486974
7.2240873425,7.2587984052,7.4387707128,8.963840863,10.4815413624,9.1662559048
6.9967246678,7.073041432,7.3836438639,8.5535696074,10.3655488542,10.3006817931
7.0651200354,7.2785881039,7.4620828378,9.9614162948,9.9334084967,9.2052180035
7.1200898847,7.1955061009,7.2844776045,8.4680669302,10.4939242795,10.5308510119
7.2013623467,6.6289353975,7.4124469018,10.1805071332,6.3632860357,8.8461453024
7.126846152,6.8763154558,7.7433040126,9.1406037474,9.6496748996,9.4769450197
7.2796596812,7.0484901155,7.2073597484,8.7259037301,9.7864305877,10.0771283533
7.1524904742,7.4317542758,7.3609806272,10.1873080514,10.1789102391,9.0227343096
7.1260607321,7.1630898976,7.3047653513,10.0524694382,9.9643143809,10.3860867355
7.0923282771,7.1004162634,7.6865313117,8.9385120837,9.1483089288,10.3925087926
6.990478337,6.972542981,7.2543509474,9.8033055867,10.0677448278,10.6603864851
7.3214490916,6.9768838733,7.1289348996,8.8713028284,10.1680608811,9.3090164253
7.3210366936,6.9294264708,7.5806677167,7.7221524952,9.3702972309,9.6398814967
7.2666189335,6.7353899263,6.9532634506,8.9403577689,9.7183599204,10.1099457377
7.2686756219,7.244152099,7.1127740994,9.6559221072,8.8382036396,9.1490028567
7.2225993211,6.9970660555,7.5894814427,9.3321750724,8.4228339772,10.9965816141
7.037074975,6.8551482726,6.8506542591,8.8286828403,9.9571697289,9.4213921071
7.1341080633,6.8200692358,7.2402556999,8.1363941496,9.3624234161,10.6248303825
7.116525407,7.1087594622,6.8742395994,10.1696843555,9.9787880466,9.1570327159
7.0780695419,7.3053707766,7.0236235778,8.9277738669,9.6710674383,10.5923360388
7.0604333802,7.3286177379,7.5750061283,10.064442897,10.2596355697,11.0986841819
7.2420171941,7.1922011951,7.3372435148,8.8163407879,9.6565264293,10.9224254485
7.1416933537,7.2640504822,7.5459668491,9.2370786756,11.0099721224,10.7987937542
7.156355147,6.8473350799,7.3114455737,10.0317616811,9.4445294886,9.3451815031
7.3335644579,6.5751231797,7.2261154895,9.3488989954,9.6559709428,10.1870457809
7.2551257341,7.0979605019,7.3066432354,8.0102431647,10.5951411489,10.9676880397
7.1603922749,6.7186779888,7.1815551268,9.9924589874,8.9589385342,10.1998057271
6.9865507031,7.3987075147,7.0602353678,9.7357962569,9.6670497986,9.4908758622
7.2506572715,7.4129617476,7.1824418862,10.1782841526,9.6606452358,9.5762677456
7.1615215608,7.0636120545,7.0995253468,8.0558600561,8.9607731156,10.6918868755
7.0795987268,6.3376520783,7.3211518994,10.4808560164,9.7862068177,9.3878437052
7.1985621986,7.0562584959,7.11703905,10.2306965636,8.8352005839,8.6717653405
7.2106067301,6.8892994466,7.5331344002,10.1756136909,9.7773085586,9.1388046672
7.0918746243,6.9411957299,6.5995472211,10.48515758,10.7755145922,9.7210802583
6.9509710034,6.8417628914,7.4617361118,10.0683898626,10.5722343633,8.2795621947
7.2091058995,6.8863102452,7.6291385665,9.566893659,9.2477809311,10.2980745387
7.1276885966,7.3439134618,7.3935533461,9.377404855,9.6626006767,9.6844922574
7.2322840511,7.0397378501,7.233256273,9.4207511957,10.1796486464,7.2306023307
7.3838574817,7.2541103984,7.4353446103,9.3520218668,10.8917267601,10.0001049814
7.2314553053,7.49084274,7.3351711933,9.2895126299,10.1875150271,8.8357310777
7.1817406287,7.2143551543,7.2573865975,9.2476169503,10.5810638705,9.3895573946
7.1040114233,7.193140062,7.5385840274,8.714293278,9.2451188683,9.2238034371
7.1507573419,7.3373854919,7.4580875379,8.4203169522,11.0149911851,8.0302002315
7.22827657,7.3027260808,7.2925203442,9.3573513539,10.3752157465,10.3252416936
7.2019994526,6.7033098452,7.375468366,9.7731544064,9.6730148557,9.9185154693
7.1416095419,6.2565836345,7.2944755281,9.6278028309,10.581467046,8.4934595882
7.0604063512,6.9177473618,7.5608633256,8.4444203453,8.1253241777,10.0838797453
7.0362414045,7.0503961004,7.2160421463,8.92806278,8.8394735545,8.9469427817
7.0345549196,6.6343821304,7.0552149916,8.8463144793,10.4902089665,10.4750481395
7.2560451367,6.657348562,7.7356567926,8.4632434504,9.7708724951,9.2904441075
7.329671912,6.7446519294,7.215709919,8.7958903372,9.6790223209,8.9776980395
7.1913704056,7.2841379894,7.562886799,8.4725365366,8.5388781147,8.5698143395
7.1663281675,6.9025724158,7.0092751907,9.2326183159,9.6757649569,8.7616734187
7.0326148691,6.6363754173,7.1544243221,10.0868803784,9.9569522933,10.3043558296
7.1780592965,6.551098283,7.5686605308,10.0368219052,9.7774675865,9.5011707557
7.1423248464,6.8793004399,7.4071555334,9.1186396518,9.3600361439,10.0910399499
6.8011008398,7.2488756105,7.631350285,10.0441796931,10.1625036409,10.507861476
6.683648175,7.0252402172,7.3576662701,9.3500532588,9.2358930786,10.5417046818
7.0328293005,6.9672783965,7.4598731732,8.8103027116,10.3688524936,9.5689888661
7.2678364697,7.0742322632,6.8056916502,8.9719344435,10.070029279,8.5665022008
7.1981150945,7.4190219327,7.1202049802,9.2459623224,10.4893590639,8.6634195278
7.2285555742,6.9991140506,7.5767481797,8.5236902586,10.5644179691,8.1247151103
7.1505618052,6.7406772805,7.2893579118,9.7378366602,9.6614962849,9.5631721352
7.1509177495,6.9774642147,7.5666237709,10.4663617524,9.353311177,9.7833959361
7.1083330539,6.9416192798,7.3189601761,8.8153039731,10.6712659076,10.5172063023
7.2799297246,6.906164303,7.4234208145,9.7292037575,9.3413772391,10.4039486474
7.1553146449,7.8990512101,7.342651728,10.1746573041,10.8002348819,9.7727983442
7.2302662732,6.9747177058,7.6446016588,10.16411445,9.2599237718,9.243399825
7.2506685542,6.9073284059,7.189447777,9.5665242676,10.9947838341,10.758143592
7.2590468587,6.9477174571,7.4409506881,9.7940309021,10.1327290163,9.4545567813
7.067886338,6.6737129497,7.214771913,9.2314695736,9.3543082686,8.7670580285
7.2853511093,6.9046964934,7.0930137005,9.3705034642,11.009173146,9.6730857619
7.1308550341,6.9560731965,7.3195106023,9.6677939082,10.4765256344,10.1184201495
6.8341053409,6.9301657798,7.5656843236,10.3597334001,9.9582950428,9.4107040534
7.0531309839,6.7338506976,7.3440584505,9.1366545488,10.0694671227,9.4530481695
7.0273542858,7.3132785617,6.9115046397,8.4557968734,9.7759654125,7.8501493595
7.2525881188,7.0775117675,7.2525771666,10.1031260519,11.0028511152,9.2861591342
7.1529962598,7.357331355,7.4853765177,8.8646799098,9.8508806111,10.5276180357
7.0735197632,6.3981399779,7.083597576,8.5271120075,9.240896807,8.9292644686
7.1538813957,7.2248990045,7.7448262948,9.6195271052,10.0620794524,8.949165823
7.1367093999,7.1674186371,7.1525584705,8.9268170989,10.5910014528,10.2623712237
7.1592818115,7.2730918936,7.509188526,10.3813286234,9.5474308195,9.9984489597
7.2970094305,6.9492134256,7.5655935416,10.4456627697,9.7755767529,8.7624500649
7.1063040796,7.052893444,7.3558204406,9.7709299369,10.0805517853,8.7351083496
7.211263633,7.285267357,7.553481954,10.8704930668,10.1743571869,8.9621823798
7.2475387813,6.4990166286,7.4983086843,10.5348531086,10.2462683257,7.8065820749
7.1714100882,7.5572368673,7.5194469408,10.0555000059,10.4792615745,10.0909451405
7.0686959367,6.6908770612,7.2507240815,10.2149964528,9.8517360501,9.1661752739
7.2337633978,6.8754025629,7.3019659677,9.1265853369,10.4666826893,9.5108603033
7.1854876873,7.2005667701,7.7220284128,11.0132185642,8.9524630947,8.3009368107
7.0434338664,7.1040261081,7.4897710075,9.4645344759,9.3518991449,8.4937523344
7.2006323449,7.0345976453,7.3059778499,8.7708310429,9.3525081309,9.5160291357
7.1166734876,6.7156678335,7.3053315086,10.1485362706,9.7658582386,10.1960568674
7.2433832808,6.4931779814,7.2238968726,8.9468032139,10.5813592358,9.4891049774
7.169213703,7.402492685,7.5775707971,10.1992234807,10.0622526389,9.7310733416
7.2126026896,7.1454172467,7.7497287244,10.1986683676,9.2533026681,9.8474926492
7.2355155445,7.0237105712,7.3317051057,8.7025876647,10.3256840072,8.6996387954
6.9471543475,6.8995177575,7.3346149008,9.3549593575,10.9974513112,10.1126523446
7.2325788626,7.6842472821,7.1189073158,9.6648188838,10.3796953709,7.8991632454
7.2199196535,7.0238260077,7.3772126339,8.727943278,10.5963627905,9.9894317491
7.1503387238,6.5744595213,7.4694541875,10.4551545745,10.5928979772,8.4117294823
6.9294874226,7.2334546545,7.2966696238,8.966891285,10.5734784607,9.6738528811
7.1319955794,7.2539044366,7.4103322691,9.6581463204,8.842722876,10.6764008479
7.1689427529,6.8915573208,7.1374419271,9.3545676149,10.1820050602,7.5084630746
7.1349525005,6.6442702734,7.6861224605,9.6371113477,10.3644757475,9.4561275306
7.2174769255,6.8471167703,7.4514726532,9.7698305864,11.0031671744,9.9217999781
7.2718085615,7.1783689826,7.2405322899,8.8272128607,10.9926595532,9.8796932339
7.1601084175,6.8264275278,7.603892586,9.1032327123,9.6440169547,9.8254425636
7.2098152264,6.640347669,7.6735279325,8.5481014547,9.7687797009,9.1553807557
6.9894739334,7.5584360567,6.9602234728,9.1196911519,10.060111345,9.9914009641
7.1431696702,7.1611109705,7.336882587,8.7128477607,11.008840163,8.7068063986
7.1261640223,6.8084085254,6.6849549367,8.9786429066,9.298864259,10.8126432469
7.1451438866,7.0465442199,7.461095656,9.3408407899,9.7761003013,9.9788457346
7.1764193337,6.8807087485,7.2106140172,10.6025358437,10.0735490249,9.7981998263
7.1616371882,7.2609625802,7.403845473,9.5639858008,8.541757343,9.209680446
7.171779184,6.872568167,7.4916299178,8.6193830885,10.7783430427,10.1331766882
7.1925847671,7.1006407331,7.2965559468,10.1182843367,10.0648777833,10.2688422351
7.1686352339,6.6792000765,7.1553358153,8.8400436406,10.2727932519,9.8454151457
7.0379652248,6.9784031215,7.3369842894,8.8086396266,9.3547424733,9.4874380573
6.8977113049,6.6058608749,7.1691254829,8.9352289974,9.6128847548,8.6683732561
7.0328216599,6.8562204271,7.2863144995,10.9819329711,10.8682290656,9.1811826833
7.1230212428,7.3769758766,7.4749729074,7.6956582174,8.6307122,10.6451269872
7.2432741425,7.4330544033,7.3501872277,9.6692664024,8.720601311,9.2312526765
7.1564772796,7.1655749069,7.4589523491,10.3649265402,10.0818569617,10.9333295536
7.2269265079,6.8931759266,7.372562118,9.7519698864,9.6618285342,9.8432037317
7.1717563668,7.2686145803,7.4326318867,10.37954511,10.0699124318,10.1940732263
7.0460321273,7.0140013857,6.9454989891,10.0535828955,9.8385654677,9.4358971285
7.1840864339,6.8407349645,7.0573573613,9.6575155092,8.5385900862,9.4949612031
7.1865937672,6.9487433952,7.4511434089,9.9270803478,9.368408039,8.5412404204
7.1913117823,7.0703513505,7.2731767251,9.7925578444,11.01224763,8.3390618842
7.2008747452,6.9436211789,6.9969583754,9.3570836161,10.3533216525,9.2308888331
7.3363182904,6.6173032911,7.391205504,9.5308720057,9.6639151882,10.7267147955
7.212678358,7.034985594,7.3544459841,9.2562420087,9.1366944389,9.7230973178
7.2616321132,7.2670270489,7.1894447264,9.1275986852,9.3375845295,9.9526559094
7.2668321594,6.5409534659,7.39226878,10.5942039429,9.151752235,10.1503116646
7.2423936918,6.6599846471,7.3623227275,8.9305649718,9.5427038428,10.6392067886
7.2459188687,6.7156829121,7.326874974,8.4323073316,9.3503547792,9.9281256576
7.2675074236,7.2771662212,7.611721109,8.7385759053,9.5537639039,9.5461014029
7.3542360708,7.161187273,7.2373953768,10.6008914993,9.7667568083,10.5373418617
7.2452773147,7.4800732251,7.3414067684,8.4140415062,9.0661855938,9.5647830306
7.1807719415,6.8558934688,7.6928243214,9.2843805287,9.9379788022,9.63288297
7.1005047853,6.9129410852,7.6904850274,8.7480313151,9.1382521757,10.5497678051
7.1032341084,6.9664283775,7.0769444502,10.8719037768,9.9595532972,10.2183276982
7.1634949111,6.9494619859,7.4307613983,8.4305544876,8.8448733385,9.8259402503
7.2360400621,7.6412158814,7.5230218574,8.7433026607,8.9405639942,8.9219255193
6.9552533217,7.0826350491,7.4205337782,9.5387697991,8.9528499242,9.1162225983
7.0317463206,6.9010972419,7.162295235,10.165570732,10.9829152389,9.7569281105
7.2557031609,6.9246204967,7.6587659627,8.4240041923,10.5805537751,10.5279585112
7.2833243507,6.9445040833,7.6009004593,10.0499990926,10.1859559083,8.8735327134
7.0131297964,7.0184000791,7.3770580254,8.8342222018,8.6233144559,8.4340957565
7.2200602896,6.9148981221,6.8465911051,8.9442617857,10.175686421,8.9925560444
7.1239620469,6.8932028137,7.635468802,8.8698909997,10.4825964909,9.3948926962
7.2320723451,7.2006980647,7.14258948,9.1238843585,10.5965001421,9.7135823338
7.2116759976,6.951465088,7.1962614541,9.5508017171,9.9645403953,10.1139246077
7.1989112021,7.0830563824,7.2270531307,9.6195494379,10.1746608668,10.103167758
7.0030838996,7.2599392671,7.4938850013,10.4696322026,8.838615327,10.3122354519
7.1668014507,6.780755257,7.1255036893,9.2192103419,10.1720854381,7.8651448821
7.1793667585,7.6320681562,6.9637842739,10.1785840205,9.5468522115,9.5804092309
7.191232689,7.5205714375,7.4820179761,10.3960310624,10.5939999791,9.2077493039
7.1894272535,7.2710676833,7.2080216574,9.6629686725,10.0824259913,8.9677421637
7.1941295531,6.9861239962,7.3009293645,9.7996652953,10.4867927484,10.5016085353
7.1212269041,6.8600440788,7.3466000923,10.9945188034,9.6585165762,9.4083148503
7.1365463043,6.5978661603,7.4073133068,9.2055235353,9.2543022089,8.3721312125
7.1328337391,6.7322259334,7.4380670275,8.9580818711,10.585021416,9.336893761
7.2788186488,6.8021963278,7.3809129035,9.8085938759,10.786229101,9.8283206765
7.0165648185,7.1202190876,7.3719051402,8.5795693991,10.3706974425,8.8359279154
7.0467113882,7.2166193471,7.3247983773,8.9656672943,10.792128868,8.0802442861
7.2417407121,7.255117646,7.5552878543,9.9487388507,9.9559554597,9.5042470123
7.0590878633,6.7259435396,7.1216014671,10.068471787,10.0667802251,10.2213594164
7.1843098866,7.4031972376,7.3950839793,9.3654266845,9.6495686466,9.5483948844
7.1373366471,6.3754198442,7.2818928051,9.6431715154,8.7309540526,8.9318760844
7.1251541836,7.169088503,7.553087611,7.5496054008,10.913117527,9.6043812574
7.3344923106,7.1273279836,6.7984341924,10.0960709637,10.0718663508,9.0646475711
7.2450277829,7.123248483,7.1603465006,9.1387784341,10.1795622655,8.6429297583
7.2043973936,6.9612239873,7.173550999,8.1434775,9.5410998287,10.5725153024
7.1188798798,6.3130115772,7.0965175344,10.0300755536,10.4739425077,8.3994768068
7.3196312084,7.0042055115,7.485561733,8.8300345863,8.9399418529,9.3341354737
7.0226832047,6.8141772483,7.4065266166,9.3713030425,9.3547935235,7.6053344785
7.165950819,6.6591993378,7.4343050894,8.7399556382,9.2619040852,10.1748342006
7.1117166879,6.9762101329,7.1419841181,9.4000922857,9.7725419435,9.1343068092
7.066764876,6.8909587522,7.4803024533,8.5258429598,9.2487293932,9.7243829227
7.1818556694,6.9684220869,7.1358039505,10.1881047947,9.7682871139,9.5541517012
7.2255492232,6.8761495151,7.0526685335,9.646291206,10.4859174557,9.4772659512
6.9950190846,6.180854261,7.4933958402,10.6112328837,9.5544559163,10.2193519856
7.2668244933,7.0548995681,7.2258687649,9.2976938388,10.2645933317,9.7658295326
7.3314990049,6.8200284311,7.5617812245,8.9724439634,10.4841649624,9.8764726489
7.2573144148,6.9722186807,7.4956414708,10.9048632476,9.2428960426,9.1212403784
7.1916891301,6.8959631353,7.2809814644,9.9655145193,9.1420308974,8.4272015259
7.0796608846,7.2909651726,7.4838073489,8.5279789528,10.3796912623,10.7581648795
7.1591697886,7.1260097168,7.6121804696,9.4272779723,9.2432801476,9.0146087271
7.187556266,6.9640966637,7.6322938232,8.1393775584,9.6629068468,9.2209356899
7.2229688678,7.1685283998,7.1656322111,8.4353800419,9.7545327062,8.8089188232
7.1552635102,7.3917833341,7.6302606497,8.5067078098,9.3605658269,9.4511914785
7.1904604131,6.4313764239,7.2966366152,9.8631901528,10.3517142876,8.441981337
7.0634790343,7.2304870382,7.3083332163,9.3830529463,10.0769869249,8.7985356475
7.1862260488,7.300341475,7.420366517,9.6660794231,8.8267071709,10.212026467
7.1473138974,6.8111379851,7.6046157438,10.1704362261,9.9653616624,8.1584406712
7.1757643333,7.1104478715,7.2397588381,8.7571568861,9.6652994666,9.5627745863
7.2619405336,7.2187292858,7.4931578377,9.8023351158,8.7422417794,10.0909400844
7.1155081171,6.8558861913,7.5493609751,10.4923173093,10.1705539938,10.6864671297
7.1998764473,7.2596968809,7.5723725913,9.3768655879,9.2562464906,10.1761170738
7.0241181125,6.9339263562,7.2426420163,9.628826638,9.6656856383,9.2816580548
7.1474862094,7.0729035019,7.3232682358,8.5567004378,8.5535102596,10.0109889393
